iter	Passed	Remaining
205	1470	5669
206	1481	5674
207	1488	5666
208	1497	5666
209	1503	5657
210	1511	5652
211	1518	5642
212	1526	5641
213	1534	5634
214	1542	5630
215	1548	5620
216	1556	5616
217	1563	5607
218	1569	5597
219	1577	5594
220	1585	5590
221	1595	5590
222	1602	5582
223	1610	5578
224	1616	5568
225	1624	5561
226	1627	5542
227	1634	5533
228	1641	5526
229	1647	5514
230	1655	5511
231	1662	5501
232	1667	5489
233	1675	5484
234	1683	5479
235	1691	5475
236	1697	5466
237	1706	5464
238	1714	5458
239	1721	5451
240	1728	5442
241	1735	5436
242	1742	5429
243	1749	5420
244	1757	5416
245	1763	5406
246	1770	5397
247	1776	5387
248	1784	5381
249	1790	5371
250	1797	5364
251	1804	5355
252	1809	5341
253	1815	5332
254	1823	5326
255	1829	5316
256	1836	5310
257	1843	5302
258	1851	5297
259	1858	5289
260	1866	5283
261	1872	5274
262	1879	5267
263	1889	5268
264	1896	5260
265	1903	5252
266	1910	5244
267	1917	5238
268	1924	5230
269	1932	5224
270	1939	5216
271	1945	5207
272	1952	5198
273	1958	5190
274	1966	5185
275	1974	5178
276	1980	5169
277	1992	5175
278	2000	5169
279	2006	5160
280	2013	5152
281	2020	5144
282	2027	5137
283	2038	5139
284	2044	5129
285	2053	5126
286	2059	5117
287	2067	5110
288	2074	5102
289	2083	5100
290	2091	5096
291	2098	5088
292	2105	5079
293	2111	5071
294	2119	5064
295	2125	5056
296	2134	5052
297	2140	5042
298	2148	5036
299	2154	5027
300	2160	5017
301	2169	5014
302	2177	5008
303	2185	5004
304	2194	5001
305	2201	4992
306	2207	4984
307	2215	4977
308	2220	4965
309	2229	4961
310	2236	4954
311	2244	4948
312	2250	4939
313	2257	4932
314	2265	4926
315	2272	4918
316	2280	4914
317	2288	4907
318	2296	4903
319	2303	4894
320	2310	4887
321	2316	4878
322	2323	4869
323	2331	4864
324	2338	4856
325	2345	4850
326	2353	4843
327	2360	4836
328	2366	4827
329	2373	4818
330	2382	4814
331	2388	4805
332	2396	4799
333	2403	4791
334	2410	4784
335	2417	4776
336	2424	4769
337	2430	4760
338	2435	4748
339	2444	4744
340	2450	4736
341	2458	4730
342	2465	4721
343	2471	4713
344	2481	4710
345	2487	4701
346	2495	4696
347	2502	4687
348	2509	4680
349	2516	4672
350	2524	4667
351	2530	4658
352	2536	4648
353	2544	4643
354	2551	4635
355	2559	4630
356	2566	4622
357	2574	4616
358	2580	4607
359	2587	4600
360	2595	4594
361	2602	4586
362	2609	4579
363	2615	4569
364	2623	4563
365	2628	4553
366	2634	4544
367	2641	4536
368	2648	4528
369	2656	4522
370	2662	4513
371	2669	4507
372	2678	4502
373	2684	4492
374	2691	4486
375	2699	4479
376	2707	4473
377	2713	4464
378	2721	4459
379	2728	4451
380	2736	4446
381	2743	4437
382	2749	4428
383	2757	4423
384	2763	4415
385	2775	4415
386	2782	4408
387	2789	4400
388	2797	4393
389	2804	4386
390	2809	4375
391	2816	4368
392	2823	4360
393	2830	4353
394	2840	4349
395	2849	4345
396	2862	4347
397	2869	4340
398	2877	4334
399	2885	4327
400	2891	4319
401	2899	4312
402	2906	4305
403	2913	4297
404	2921	4291
405	2927	4283
406	2934	4275
407	2940	4267
408	2948	4259
409	2956	4253
410	2963	4246
411	2974	4245
412	2982	4238
413	2987	4228
414	2993	4220
415	3002	4215
416	3009	4207
417	3017	4201
418	3024	4193
419	3032	4187
420	3039	4179
421	3045	4171
422	3053	4165
423	3060	4157
424	3068	4151
425	3076	4145
426	3083	4138
427	3089	4129
428	3096	4121
429	3105	4116
430	3112	4109
431	3119	4101
432	3126	4093
433	3133	4086
434	3140	4078
435	3149	4073
436	3156	4066
437	3164	4060
438	3173	4055
439	3181	4048
440	3187	4040
441	3194	4032
442	3203	4027
443	3209	4018
444	3217	4013
445	3224	4005
446	3232	3999
447	3239	3991
448	3246	3984
449	3254	3977
450	3261	3970
451	3270	3965
452	3278	3958
453	3284	3950
454	3291	3943
455	3299	3935
456	3306	3928
457	3313	3921
458	3320	3913
459	3328	3907
460	3336	3900
461	3344	3894
462	3351	3886
463	3358	3879
464	3366	3872
465	3372	3865
466	3379	3857
467	3386	3849
468	3393	3841
469	3400	3835
470	3408	3828
471	3416	3821
472	3422	3813
473	3429	3806
474	3436	3798
475	3444	3791
476	3451	3783
477	3459	3778
478	3467	3772
479	3475	3765
480	3481	3757
481	3488	3748
482	3495	3741
483	3502	3734
484	3510	3727
485	3517	3719
486	3525	3713
487	3531	3705
488	3538	3697
489	3547	3692
490	3555	3685
491	3563	3679
492	3569	3671
493	3576	3663
494	3583	3655
495	3589	3647
496	3595	3639
497	3602	3631
498	3609	3624
499	3616	3616
500	3623	3608
501	3629	3600
502	3636	3593
503	3643	3585
504	3650	3577
505	3658	3571
506	3664	3563
507	3674	3558
508	3681	3551
509	3690	3546
510	3697	3538
511	3705	3532
512	3713	3525
513	3720	3517
514	3727	3510
515	3735	3503
516	3742	3496
517	3749	3489
518	3756	3481
519	3764	3475
520	3774	3470
521	3781	3462
522	3792	3458
523	3799	3451
524	3806	3444
525	3816	3439
526	3824	3432
527	3831	3424
528	3839	3418
529	3847	3411
530	3855	3405
531	3862	3398
532	3870	3391
533	3878	3384
534	3886	3377
535	3893	3370
536	3899	3362
537	3907	3355
538	3914	3348
539	3923	3342
540	3929	3334
541	3938	3328
542	3944	3320
543	3951	3312
544	3958	3304
545	3967	3299
546	3977	3293
547	3988	3289
548	3995	3282
549	4003	3275
550	4010	3267
551	4023	3265
552	4030	3258
553	4038	3251
554	4045	3243
555	4053	3236
556	4060	3229
557	4070	3223
558	4075	3215
559	4082	3207
560	4089	3199
561	4096	3192
562	4103	3185
563	4110	3177
564	4118	3170
565	4124	3162
566	4132	3155
567	4139	3148
568	4146	3141
569	4155	3134
570	4162	3127
571	4170	3120
572	4178	3113
573	4185	3106
574	4192	3098
575	4200	3092
576	4207	3084
577	4215	3077
578	4222	3070
579	4229	3062
580	4237	3055
581	4244	3048
582	4252	3042
583	4260	3034
584	4268	3027
585	4273	3019
586	4281	3012
587	4288	3004
588	4294	2996
589	4301	2989
590	4308	2981
591	4321	2978
592	4329	2971
593	4335	2963
594	4343	2956
595	4350	2948
596	4357	2941
597	4366	2935
598	4374	2928
599	4381	2921
600	4387	2913
601	4395	2906
602	4402	2898
603	4411	2892
604	4418	2884
605	4427	2878
606	4434	2871
607	4441	2863
608	4449	2856
609	4457	2849
610	4465	2843
611	4472	2835
612	4479	2828
613	4486	2820
614	4495	2814
615	4502	2806
616	4511	2800
617	4518	2793
618	4526	2786
619	4533	2778
620	4540	2770
621	4547	2763
622	4555	2756
623	4565	2750
624	4572	2743
625	4579	2736
626	4586	2728
627	4595	2722
628	4601	2714
629	4609	2706
630	4615	2699
631	4623	2692
632	4631	2684
633	4638	2677
634	4646	2670
635	4652	2662
636	4663	2657
637	4671	2650
638	4678	2642
639	4685	2635
640	4692	2628
641	4699	2620
642	4707	2613
643	4714	2606
644	4720	2598
645	4728	2591
646	4735	2583
647	4744	2577
648	4751	2569
649	4760	2563
650	4767	2555
651	4775	2548
652	4781	2541
653	4789	2534
654	4795	2526
655	4804	2519
656	4811	2511
657	4819	2504
658	4826	2497
659	4834	2490
660	4841	2483
661	4848	2475
662	4859	2470
663	4866	2462
664	4874	2455
665	4881	2447
666	4888	2440
667	4895	2433
668	4903	2426
669	4910	2418
670	4917	2411
671	4926	2404
672	4933	2397
673	4941	2390
674	4948	2382
675	4955	2375
676	4963	2368
677	4972	2361
678	4978	2353
679	4986	2346
680	4992	2338
681	5000	2331
682	5007	2323
683	5013	2316
684	5020	2308
685	5027	2301
686	5034	2293
687	5041	2286
688	5048	2278
689	5056	2271
690	5063	2264
691	5071	2257
692	5079	2250
693	5086	2242
694	5093	2235
695	5101	2228
696	5107	2220
697	5115	2213
698	5122	2205
699	5130	2198
700	5138	2191
701	5144	2183
702	5153	2177
703	5161	2170
704	5169	2163
705	5176	2155
706	5184	2148
707	5191	2141
708	5199	2134
709	5206	2126
710	5212	2118
711	5219	2111
712	5226	2103
713	5235	2097
714	5243	2090
715	5251	2083
716	5259	2075
717	5268	2069
718	5274	2061
719	5283	2054
720	5290	2047
721	5297	2039
722	5304	2032
723	5311	2024
724	5319	2017
725	5326	2010
726	5335	2003
727	5341	1995
728	5349	1988
729	5357	1981
730	5364	1973
731	5371	1966
732	5378	1959
733	5385	1951
734	5392	1944
735	5400	1936
736	5406	1929
737	5415	1922
738	5422	1915
739	5430	1907
740	5437	1900
741	5446	1893
742	5453	1886
743	5460	1878
744	5468	1871
745	5475	1864
746	5482	1856
747	5488	1849
748	5497	1842
749	5505	1835
750	5513	1827
751	5520	1820
752	5527	1813
753	5536	1806
754	5543	1798
755	5551	1791
756	5557	1784
757	5564	1776
758	5571	1768
759	5581	1762
760	5588	1755
761	5595	1747
762	5602	1740
763	5610	1733
764	5619	1726
765	5628	1719
766	5636	1712
767	5643	1704
768	5651	1697
769	5659	1690
770	5666	1682
771	5673	1675
772	5681	1668
773	5687	1660
774	5695	1653
775	5702	1645
776	5710	1638
777	5716	1631
778	5723	1623
779	5732	1616
780	5741	1609
781	5749	1602
782	5757	1595
783	5764	1588
784	5772	1580
785	5779	1573
786	5787	1566
787	5794	1559
788	5802	1551
789	5810	1544
790	5817	1537
791	5825	1529
792	5832	1522
793	5842	1515
794	5849	1508
795	5857	1501
796	5864	1493
797	5871	1486
798	5879	1479
799	5886	1471
800	5893	1464
801	5901	1456
802	5908	1449
803	5915	1442
804	5923	1434
805	5930	1427
806	5936	1419
807	5948	1413
808	5954	1405
809	5962	1398
810	5969	1391
811	5977	1383
812	5984	1376
813	5991	1369
814	5998	1361
815	6006	1354
816	6013	1346
817	6020	1339
818	6029	1332
819	6039	1325
820	6048	1318
821	6056	1311
822	6062	1303
823	6071	1296
824	6077	1289
825	6086	1282
826	6092	1274
827	6099	1267
828	6106	1259
829	6114	1252
830	6123	1245
831	6130	1237
832	6138	1230
833	6147	1223
834	6155	1216
835	6162	1208
836	6170	1201
837	6177	1194
838	6184	1186
839	6191	1179
840	6199	1172
841	6206	1164
842	6213	1157
843	6221	1150
844	6228	1142
845	6237	1135
846	6246	1128
847	6254	1121
848	6261	1113
849	6269	1106
850	6275	1098
851	6283	1091
852	6290	1084
853	6297	1076
854	6305	1069
855	6313	1062
856	6320	1054
857	6328	1047
858	6338	1040
859	6345	1032
860	6353	1025
861	6361	1018
862	6369	1011
863	6375	1003
864	6383	996
865	6390	988
866	6398	981
867	6405	974
868	6412	966
869	6419	959
870	6428	952
871	6437	945
872	6445	937
873	6453	930
874	6461	923
875	6468	915
876	6474	908
877	6481	900
878	6488	893
879	6496	885
880	6503	878
881	6513	871
882	6522	864
883	6531	857
884	6539	849
885	6547	842
886	6556	835
887	6566	828
888	6574	820
889	6582	813
890	6591	806
891	6600	799
892	6607	791
893	6616	784
894	6624	777
895	6635	770
896	6642	762
897	6664	757
898	6675	750
899	6687	743
900	6698	736
901	6710	729
902	6720	721
903	6730	714
904	6740	707
905	6754	700
906	6763	693
907	6771	686
908	6779	678
909	6788	671
910	6798	664
911	6808	656
912	6818	649
913	6826	642
914	6836	635
915	6845	627
916	6858	620
917	6870	613
918	6877	606
919	6889	599
920	6899	591
921	6918	585
922	6928	578
923	6938	570
924	6945	563
925	6956	555
926	6966	548
927	6979	541
928	6987	534
929	7002	527
930	7010	519
931	7021	512
932	7031	504
933	7038	497
934	7047	489
935	7057	482
936	7064	475
937	7072	467
938	7081	460
939	7090	452
940	7099	445
941	7108	437
942	7118	430
943	7126	422
944	7133	415
945	7142	407
946	7150	400
947	7159	392
948	7166	385
949	7175	377
950	7182	370
951	7191	362
952	7200	355
953	7209	347
954	7218	340
955	7227	332
956	7235	325
957	7249	317
958	7259	310
959	7268	302
960	7279	295
961	7287	287
962	7298	280
963	7307	272
964	7314	265
965	7322	257
966	7330	250
967	7339	242
968	7349	235
969	7360	227
970	7373	220
971	7381	212
972	7390	205
973	7400	197
974	7408	189
975	7415	182
976	7422	174
977	7429	167
978	7437	159
979	7449	152
980	7462	144
981	7471	136
982	7478	129
983	7487	121
984	7495	114
985	7502	106
986	7509	98
987	7516	91
988	7525	83
989	7532	76
990	7540	68
991	7549	60
992	7556	53
993	7569	45
994	7576	38
995	7585	30
996	7591	22
997	7599	15
998	7608	7
999	7617	0
