iter	Logloss
383	0.5729157098
384	0.5728722639
385	0.5728547259
386	0.5728268175
387	0.5728129085
388	0.5727943063
389	0.5727665385
390	0.5727301836
391	0.5727028201
392	0.5726751522
393	0.5726603527
394	0.5726196953
395	0.5725770251
396	0.5725450275
397	0.5725301802
398	0.5725134128
399	0.5724710594
400	0.572446018
401	0.5724129939
402	0.5723846441
403	0.5723394455
404	0.5723141222
405	0.5722819516
406	0.5722727316
407	0.572252562
408	0.5722107718
409	0.5721679303
410	0.5721578328
411	0.5721323592
412	0.5721201705
413	0.572089521
414	0.5720682643
415	0.5720354951
416	0.5720090118
417	0.5719911522
418	0.5719747336
419	0.571947564
420	0.5719203683
421	0.5718937885
422	0.5718573346
423	0.5718338318
424	0.5718179184
425	0.5717824338
426	0.571771956
427	0.5717594673
428	0.5717335828
429	0.5716976312
430	0.5716712223
431	0.5716613309
432	0.5716474019
433	0.5716350237
434	0.5716205763
435	0.5715797272
436	0.5715528374
437	0.571538132
438	0.5715166491
439	0.5714830168
440	0.5714735165
441	0.5714488446
442	0.5714212587
443	0.571408287
444	0.5713768508
445	0.5713549047
446	0.5713504195
447	0.5713216067
448	0.5713089296
449	0.571291099
450	0.5712867686
451	0.571276132
452	0.5712473227
453	0.571232827
454	0.5712088765
455	0.5711986279
456	0.5711775744
457	0.5711631656
458	0.5711325694
459	0.5711281803
460	0.5710887862
461	0.5710484142
462	0.571026432
463	0.5710095406
464	0.5709965782
465	0.5709735886
466	0.5709673888
467	0.5709515632
468	0.5709311691
469	0.5709061607
470	0.5708837769
471	0.570853594
472	0.570833821
473	0.5708135971
474	0.5708052178
475	0.570791881
476	0.5707629927
477	0.5707390938
478	0.5707156507
479	0.5707008017
480	0.5706671583
481	0.5706516472
482	0.5706285874
483	0.5706069332
484	0.5705949311
485	0.5705533302
486	0.5705320597
487	0.570526318
488	0.5705119885
489	0.5705000687
490	0.5704921211
491	0.5704569553
492	0.5704448504
493	0.5704065937
494	0.5703856441
495	0.570366144
496	0.5703533273
497	0.5703169051
498	0.5703021166
499	0.5702767869
500	0.5702564786
501	0.5702198328
502	0.5702009771
503	0.5701780552
504	0.5701612574
505	0.5701372194
506	0.5701328533
507	0.5701080039
508	0.5700940183
509	0.5700637781
510	0.5700275844
511	0.5700099051
512	0.5699833889
513	0.5699697192
514	0.5699400335
515	0.5699241782
516	0.5698969047
517	0.5698859743
518	0.5698822132
519	0.5698532032
520	0.5698427156
521	0.5698324573
522	0.5698188272
523	0.5698080162
524	0.5698039757
525	0.5697823748
526	0.5697719418
527	0.5697480829
528	0.5697252104
529	0.5697004106
530	0.5696775466
531	0.5696638834
532	0.5696527838
533	0.5696331558
534	0.5696117803
535	0.5695990623
536	0.5695849967
537	0.5695743656
538	0.5695513405
539	0.5695381588
540	0.5695301831
541	0.5695125112
542	0.5695046004
543	0.5694939161
544	0.5694800267
545	0.5694531049
546	0.5694412573
547	0.5694280478
548	0.5693955892
549	0.5693735922
550	0.569359907
551	0.5693368227
552	0.5693111449
553	0.5692927893
554	0.569276504
555	0.5692648229
556	0.5692397434
557	0.5692106626
558	0.5691880337
559	0.5691806833
560	0.5691620784
561	0.569146372
562	0.5691222446
563	0.5691173306
564	0.5690984671
565	0.5690840933
566	0.5690788657
567	0.5690570399
568	0.5690406922
569	0.5690118323
570	0.5689967155
571	0.5689935131
572	0.5689764186
573	0.5689557314
574	0.5689218107
575	0.5688995198
576	0.5688749491
577	0.5688645804
578	0.5688562098
579	0.5688437425
580	0.5688186042
581	0.5688055355
582	0.5687802373
583	0.5687558002
584	0.568748761
585	0.5687279751
586	0.5687191653
587	0.5687039621
588	0.5686888258
589	0.5686805143
590	0.5686598259
591	0.568630855
592	0.5686140176
593	0.5686088195
594	0.5685868219
595	0.5685779962
596	0.5685416549
597	0.5685237491
598	0.568484399
599	0.5684723163
600	0.5684656911
601	0.5684450723
602	0.568418821
603	0.5683921017
604	0.5683780056
605	0.5683571304
606	0.5683342807
607	0.5683233259
608	0.5683069483
609	0.568282303
610	0.5682584071
611	0.5682326211
612	0.5682199668
613	0.5682004648
614	0.5681815466
615	0.5681620494
616	0.5681421007
617	0.5681237785
618	0.5681049374
619	0.5680832748
620	0.5680488909
621	0.5680293714
622	0.5680143363
623	0.5680019433
624	0.5679713705
625	0.5679418614
626	0.5679285109
627	0.5679048344
628	0.5678937401
629	0.5678712487
630	0.567864109
631	0.5678368625
632	0.5678171097
633	0.5678027393
634	0.5677828341
635	0.5677750362
636	0.5677575517
637	0.5677395144
638	0.5677201283
639	0.567701519
640	0.567676213
641	0.5676644703
642	0.5676561519
643	0.5676351556
644	0.5676273682
645	0.5676167924
646	0.5676130948
647	0.5675943518
648	0.5675877891
649	0.567579094
650	0.567562441
651	0.5675513402
652	0.5675313389
653	0.5675235696
654	0.5675126485
655	0.5674959163
656	0.5674864421
657	0.5674748279
658	0.567453728
659	0.5674269801
660	0.5673962933
661	0.5673764522
662	0.5673537038
663	0.5673350753
664	0.5673122744
665	0.5673021252
666	0.567283832
667	0.5672601793
668	0.5672423077
669	0.5672371077
670	0.5672158391
671	0.5672116539
672	0.5671995281
673	0.5671835937
674	0.5671772903
675	0.5671710872
676	0.5671464543
677	0.567138053
678	0.5671314572
679	0.5671150239
680	0.5671072177
681	0.5670911849
682	0.5670727435
683	0.5670706779
684	0.5670560225
685	0.5670484948
686	0.5670258774
687	0.5670054657
688	0.5669860673
689	0.5669678608
690	0.5669494306
691	0.5669325525
692	0.5669188537
693	0.5668985312
694	0.5668881761
695	0.5668760381
696	0.5668682598
697	0.5668480488
698	0.566824541
699	0.5668038775
700	0.5667806799
701	0.5667717491
702	0.5667474294
703	0.5667266553
704	0.5667201138
705	0.5666936533
706	0.5666821852
707	0.5666665231
708	0.5666436664
709	0.5666217716
710	0.5666120409
711	0.5666009982
712	0.5665889579
713	0.5665626017
714	0.5665435017
715	0.5665260932
716	0.5664970897
717	0.5664784003
718	0.566460322
719	0.566443259
720	0.5664266432
721	0.5664107726
722	0.5663958714
723	0.5663730346
724	0.5663661322
725	0.5663589264
726	0.5663376025
727	0.566320283
728	0.5663018538
729	0.566296523
730	0.5662876814
731	0.5662778917
732	0.5662564071
733	0.5662456589
734	0.5662439506
735	0.56622833
736	0.5662132668
737	0.5662002521
738	0.56618238
739	0.5661674969
740	0.5661627036
741	0.5661561762
742	0.5661454923
743	0.566132887
744	0.5661269705
745	0.5661062641
746	0.5660849776
747	0.5660689227
748	0.5660517707
749	0.566046779
750	0.5660385766
751	0.5660228049
752	0.5660143242
753	0.5660029262
754	0.5659957699
755	0.5659888391
756	0.5659773884
757	0.5659611455
758	0.5659489713
759	0.5659356724
760	0.5659152298
761	0.5659087597
762	0.5658962304
763	0.5658838213
764	0.5658701602
765	0.5658622068
766	0.5658559916
767	0.5658425801
768	0.565827911
769	0.5658190054
770	0.5658017124
771	0.5657862238
772	0.5657635349
773	0.5657564509
774	0.5657428793
775	0.5657204289
776	0.5657086788
777	0.565690796
778	0.5656834444
779	0.5656721873
780	0.5656537287
781	0.565630157
782	0.5656215718
783	0.5656001268
784	0.5655864558
785	0.5655771123
786	0.5655714624
787	0.5655664119
788	0.5655591794
789	0.5655523344
790	0.5655412323
791	0.5655335071
792	0.5655164883
793	0.5655036732
794	0.5654892564
795	0.5654844112
796	0.5654756139
797	0.565463258
798	0.5654485001
799	0.5654354215
800	0.5654141153
801	0.565405184
802	0.5653896003
803	0.5653690887
804	0.5653497161
805	0.5653428754
806	0.5653335468
807	0.5653211765
808	0.5653114402
809	0.5653013075
810	0.5652965714
811	0.5652806732
812	0.5652628464
813	0.5652571439
814	0.5652390497
815	0.5652212567
816	0.5652088414
817	0.5651887087
818	0.5651707515
819	0.5651551707
820	0.5651462968
821	0.5651355103
822	0.56513172
823	0.5651278032
824	0.5651141351
825	0.565105978
826	0.5651026484
827	0.5650964576
828	0.5650916731
829	0.5650782415
830	0.5650579297
831	0.5650402288
832	0.5650279001
833	0.5650221107
834	0.5650130245
835	0.5650014891
836	0.564995617
837	0.5649846909
838	0.5649802379
839	0.5649605329
840	0.5649446619
841	0.564935877
842	0.5649312908
843	0.5649155268
844	0.5649027695
845	0.5648961638
846	0.5648869568
847	0.5648700747
848	0.5648648493
849	0.5648531213
850	0.5648470975
851	0.5648364402
852	0.5648230678
853	0.5648084911
854	0.5648006976
855	0.5647879571
856	0.5647852992
857	0.5647731747
858	0.5647645457
859	0.5647508857
860	0.5647404262
861	0.564735775
862	0.5647214895
863	0.5647163564
864	0.5647006836
865	0.5646916864
866	0.5646855463
867	0.5646644514
868	0.5646541861
869	0.5646397141
870	0.5646186282
871	0.5646048367
872	0.5645912051
873	0.564574399
874	0.5645729607
875	0.5645649187
876	0.5645562712
877	0.5645495729
878	0.5645298828
879	0.5645245112
880	0.5645114187
881	0.5645081171
882	0.564502008
883	0.5644865575
884	0.5644840259
885	0.564478242
886	0.5644682762
887	0.5644587851
888	0.5644550209
889	0.5644382512
890	0.5644259938
891	0.5644128289
892	0.5644031846
893	0.5643932654
894	0.5643850917
895	0.5643757518
896	0.5643742904
897	0.5643652887
898	0.5643607563
899	0.5643492234
900	0.5643421363
901	0.5643396039
902	0.5643331106
903	0.5643204942
904	0.56430695
905	0.5642960257
906	0.564291863
907	0.5642775267
908	0.5642645432
909	0.5642454311
910	0.5642382957
911	0.5642252916
912	0.5642163185
913	0.5642071409
914	0.5641931647
915	0.5641858083
916	0.5641657189
917	0.5641580176
918	0.5641535259
919	0.5641403263
920	0.5641344094
921	0.5641218106
922	0.5641077205
923	0.5641007312
924	0.5640942445
925	0.5640870311
926	0.5640776817
927	0.5640697964
928	0.5640548186
929	0.5640415722
930	0.5640362142
931	0.5640249839
932	0.564014171
933	0.5640050716
934	0.5639958079
935	0.5639832613
936	0.563973524
937	0.5639680821
938	0.563959541
939	0.563951063
940	0.5639374047
941	0.5639299502
942	0.5639226216
943	0.5639198107
944	0.5639084066
945	0.5639023387
946	0.5638943647
947	0.5638849531
948	0.5638810877
949	0.5638724553
950	0.5638626179
951	0.5638533222
952	0.5638435654
953	0.5638283489
954	0.5638170022
955	0.5638079063
956	0.5638029418
957	0.5637917811
958	0.5637764922
959	0.5637741344
960	0.5637653047
961	0.5637566685
962	0.5637372491
963	0.5637242304
964	0.5637179608
965	0.5637059997
966	0.5636944295
967	0.5636892216
968	0.5636758282
969	0.5636696397
970	0.5636621543
971	0.5636524098
972	0.5636433031
973	0.5636349361
974	0.5636305738
975	0.563627605
976	0.5636257875
977	0.5636169619
978	0.5636105223
979	0.5636015867
980	0.5635950848
981	0.563590288
982	0.5635811492
983	0.5635736563
984	0.5635638781
985	0.5635517001
986	0.5635493688
987	0.56353673
988	0.5635243779
989	0.5635060734
990	0.5634977464
991	0.5634878317
992	0.5634784468
993	0.5634610066
994	0.563454944
995	0.5634444834
996	0.5634378618
997	0.5634213753
998	0.5634153024
999	0.5634100916
